,0
356,8.485047753531838
357,8.485012362939122
358,8.48539915038275
359,8.485567961626563
360,8.485810305045744
361,8.486083540854787
362,8.486513437971047
363,8.486645767138254
364,8.48677994717128
365,8.486246453844348
366,8.484389708010639
367,8.485698128331503
368,8.485839424208836
369,8.483612612223709
370,8.484676715175592
371,8.485217285914757
372,8.48573357612375
373,8.486202753034695
374,8.486483939769542
375,8.486984429668738
376,8.487181014667652
377,8.48724807656094
378,8.487582342967455
379,8.488087955272483
380,8.487079089869402
381,8.487113264007176
382,8.483903780348305
383,8.484791870971424
384,8.485047484934327
385,8.485447731219042
386,8.485934541720438
387,8.486589940418122
388,8.486953790800696
389,8.487644866057957
390,8.485424513977339
391,8.486624197020259
392,8.487216714182255
393,8.487920494160026
394,8.4880566849019
395,8.488616136357212
396,8.486734710152971
397,8.484759134905623
398,8.485196541320867
399,8.485739014143705
400,8.486100432224209
401,8.48655823786912
402,8.487150587990888
403,8.487512285441815
404,8.488230340176141
405,8.488638349834545
406,8.48911264535719
407,8.489456341214872
408,8.490084492737054
409,8.490790396272056
410,8.491204156907365
411,8.491650765327037
412,8.491705445062255
413,8.488001435474587
414,8.488550465402682
415,8.485950269179078
416,8.486144148372693
417,8.486421433955364
418,8.486446457604089
419,8.486908613091305
420,8.487369667777514
421,8.487665660028938
422,8.488227992571025
423,8.488392433081426
424,8.488641280162462
425,8.488153147944573
426,8.48849531654159
427,8.488783161028138
428,8.485511314649289
429,8.466778862039632
430,8.447863812646862
431,8.45309303203349
432,8.453555440416757
433,8.453722430199944
434,8.45394840026241
435,8.454652855659445
436,8.455118091990043
437,8.456107632820558
438,8.4567365129685
439,8.457319092114881
440,8.45682917996623
441,8.457537428944798
442,8.458161855309818
443,8.45833603350541
444,8.455399318719161
445,8.456896045539159
446,8.456668282570247
447,8.457243295068512
448,8.457456709768365
449,8.457995050687286
450,8.458344889364769
451,8.457283251122913
452,8.458091415342874
453,8.458576338076627
454,8.458432639471724
455,8.459214684759058
456,8.459557335492931
457,8.459925830799378
458,8.460745609974646
459,8.461152136369602
460,8.46095937785016
461,8.461489635991253
462,8.462073384649683
463,8.46246224229125
464,8.46309944384792
465,8.46364972241245
466,8.463726580109357
467,8.463082828890906
468,8.463640255826824
469,8.463457497805974
470,8.463728416150783
471,8.463535449155792
472,8.463535440677294
473,8.463039839279965
474,8.463303743024928
475,8.463933770497144
476,8.464283832334555
477,8.464523207918589
478,8.465226676099185
479,8.465652393592709
480,8.466256073359611
481,8.466907994837493
482,8.467032416661223
483,8.46774367355322
484,8.467979347358273
485,8.467668816547043
486,8.467631584311128
487,8.467927114382183
488,8.468192366668264
489,8.468691017193034
490,8.469449739829434
491,8.469857492924259
492,8.470589026840486
493,8.4709097183296
494,8.47140475920461
495,8.470719591272154
496,8.471208039254378
497,8.471941448682117
498,8.472639649183474
499,8.473018479743372
500,8.473643682146175
501,8.473596271633687
502,8.473654044270054
503,8.473986066498677
504,8.474332016607987
505,8.474670133295815
506,8.473183486640783
507,8.474241600711432
508,8.474263687514469
509,8.474470402144597
510,8.474658505613853
511,8.475094084523834
512,8.47534679629019
513,8.475525899816864
514,8.47585629547752
515,8.476691485913593
516,8.474121905121214
517,8.474576304281769
518,8.474960723067442
519,8.475146953808036
520,8.475355064132849
521,8.475633323803068
522,8.475942237311536
523,8.476154946779197
524,8.474651396608596
525,8.475435460078867
526,8.47594464147405
527,8.476080457871236
528,8.47647250696795
529,8.47710306605204
530,8.476031727062793
531,8.476193665048214
532,8.47678862080419
533,8.477295144935361
534,8.477309403743254
535,8.477691444167812
536,8.477647357528356
537,8.478292676576967
538,8.478327514539652
539,8.478468344600884
540,8.478594979301944
541,8.47908661646151
542,8.479644423704212
543,8.479785957452004
544,8.480584506869022
545,8.480976199018729
546,8.481156521964339
547,8.48082563370255
548,8.479588874676686
549,8.479714065951601
550,8.480289744827742
551,8.48078144207049
552,8.478788852155857
553,8.479771911056613
554,8.47950779479897
555,8.479626839475436
556,8.48010539415147
557,8.480673574181301
558,8.481089727042237
559,8.477197808098387
560,8.478774476302169
561,8.479559843290462
562,8.480168271993355
563,8.480181491118504
564,8.47969971654909
565,8.480041622866311
566,8.480528967415175
567,8.480793514261496
568,8.480946764923019
569,8.48144180361165
570,8.481854185499857
571,8.482160246098477
572,8.482721736626273
573,8.48342587404915
574,8.483983229543988
575,8.484277500340669
576,8.48416873219703
577,8.484768257692759
578,8.485198254181624
579,8.4799217901991
580,8.47320913792449
581,8.474023170023683
582,8.473946613011824
583,8.473908769112178
584,8.473761927739574
585,8.472366158000705
586,8.473005232364843
587,8.473294036112367
588,8.473005121171925
589,8.473517274685488
590,8.473984068526992
591,8.474598029533587
592,8.475251597629041
593,8.475405718587332
594,8.47354991656215
595,8.474125478839893
596,8.47483035519278
597,8.474176848766167
598,8.474263405491842
599,8.474953103641454
600,8.475419166829576
601,8.475990541926988
602,8.476730665488722
603,8.476913538216827
604,8.477394819345399
605,8.478024044786
606,8.478572563226335
607,8.479041667463392
608,8.479736266694198
609,8.480362019156566
610,8.480731738908073
611,8.481240641178227
612,8.481742485782592
613,8.482123454937044
614,8.482282338873564
615,8.48285744001345
616,8.483200230401588
617,8.48082644668484
618,8.477599496269313
619,8.477506556433436
620,8.477688667680304
621,8.478421071325704
622,8.47911580742365
623,8.479434253623747
624,8.479589709639944
625,8.480136810428746
626,8.480297771741126
627,8.480325582249385
628,8.480543867569134
629,8.480985164909436
630,8.48144074713224
631,8.481676675575878
632,8.482257993855628
633,8.482817181479207
634,8.483249438297703
635,8.483955344748669
636,8.484530616419319
637,8.484273607289948
638,8.484590422901565
639,8.484922947711548
640,8.484968885783491
641,8.48538818781276
642,8.485011194526763
643,8.485683335616116
644,8.485104670679613
645,8.485252019991593
646,8.485969242234395
647,8.485636043100849
648,8.48638841385378
649,8.486768809403898
650,8.484042077813688
651,8.4717003671166
652,8.458709169525013
653,8.456044944941487
654,8.456755210131877
655,8.457388003610188
656,8.458099100909907
657,8.458304166108077
658,8.458546319755635
659,8.459167936907765
660,8.459376712153139
661,8.459618816832311
662,8.460354246273635
663,8.461007299730285
664,8.460973479201728
665,8.461213599472302
666,8.461583619793522
667,8.462278640357805
668,8.462481758373626
669,8.462890619373603
670,8.463453764421633
671,8.46402611254652
672,8.464553582212478
673,8.465233808112108
674,8.46590738837293
675,8.466069907832026
676,8.46661564295964
677,8.467025972546486
678,8.46733619590159
679,8.468041518288894
680,8.468639234679015
681,8.469071256769622
682,8.467490910473614
683,8.468068699385801
684,8.46854415558494
685,8.468503485841667
686,8.46869540002913
687,8.468729245060667
688,8.46917473468094
689,8.469830786540061
690,8.47017713181439
691,8.470393232460264
692,8.470691360402128
693,8.470916065370318
694,8.471544897983964
695,8.471924851705944
696,8.471922545374143
697,8.472474193973165
698,8.47301771319745
699,8.473532306471032
700,8.473415971810343
701,8.473606247416315
702,8.473328950282543
703,8.474036163501127
704,8.474434821383221
705,8.474943419281203
706,8.475594412184805
707,8.474683578040345
708,8.47544526198948
709,8.47594291524346
710,8.476514159016443
711,8.476850479873931
712,8.477457614752579
713,8.47799542140801
714,8.47815338087557
715,8.477477357601265
716,8.467419728890306
717,8.45561317101915
718,8.443838223095499
719,8.432096006697064
720,8.420386402631253
721,8.408709275269963
722,8.397064487180733
723,8.385451908359187
724,8.373871403528948
725,8.376643644594301
726,8.37714472251412
727,8.377809275063745
728,8.378704726471526
729,8.378890205155393
730,8.377009663214617
731,8.372742565828606
732,8.373891517227486
733,8.374540668190393
734,8.375509616163244
735,8.376147213191274
736,8.376918676841937
737,8.37766850074575
738,8.37839217038701
739,8.37908630213052
740,8.379470399199102
741,8.38001944195537
742,8.380759880726426
743,8.380678891660994
744,8.381289660720984
745,8.38195715583508
746,8.382647253658442
747,8.382933854201728
748,8.38360676092372
749,8.383210510145403
750,8.383621776894048
751,8.383389716306674
752,8.383721706864584
753,8.38455923277634
754,8.385014918204499
755,8.385102894561838
756,8.385909347530614
757,8.386672359438302
758,8.38693733936805
759,8.38735895624862
760,8.38780606155934
761,8.388310086606756
762,8.388921969432369
763,8.389506041971043
764,8.389613036669012
765,8.390434009803755
766,8.39097097695261
767,8.391587401170115
768,8.392159893251893
769,8.392729902751265
770,8.393121042036324
771,8.392080776924473
772,8.392990192658848
773,8.393269368036089
774,8.393965482009778
775,8.394587079387833
776,8.395335496422954
777,8.395970326264196
778,8.396623089944619
779,8.397296630107762
780,8.397898462280095
781,8.396869920527637
782,8.391199432667463
783,8.392975594469844
784,8.393641987470927
785,8.39411579756572
786,8.39469710941585
787,8.395518747497459
788,8.396030831681305
789,8.39678154036059
790,8.397099780791407
791,8.397313380994289
792,8.39792008728897
793,8.398571254027802
794,8.399194719541372
795,8.398507348609888
796,8.399332658385378
797,8.399949551259239
798,8.400684227490002
799,8.40139837409068
800,8.40186271657593
801,8.402409589928462
802,8.402853394431016
803,8.403527320005217
804,8.404098853947582
805,8.404697852912413
806,8.405375573732465
807,8.40593159209342
808,8.406608233019377
809,8.40674750626277
810,8.406881103928889
811,8.40733575218577
812,8.408008654386268
813,8.408623539763171
814,8.409341045922544
815,8.409873101307383
816,8.410442111366299
817,8.410817576309118
818,8.411272571340191
819,8.411870048651311
820,8.412428066218599
821,8.411347530544143
822,8.411723535467244
823,8.41230854529515
824,8.412739545394949
825,8.413246469953132
826,8.413925902664882
827,8.414554892250507
828,8.415225883828743
829,8.415432712108458
830,8.415697425753418
831,8.416247866070293
832,8.416884886334023
833,8.417250320702262
834,8.417816002813462
835,8.412691617211355
836,8.413303136127483
837,8.413573984760847
838,8.413792365420859
839,8.41396178838137
840,8.41400729792611
841,8.414356067410504
842,8.411132086967417
843,8.412561491735023
844,8.412772205991901
845,8.412931163753631
846,8.412955074696333
847,8.413596290608739
848,8.414225536028077
849,8.414006030597992
850,8.414391317616024
851,8.414787114262355
852,8.41491208492316
853,8.41502724547972
854,8.415770893367679
855,8.416234500226645
856,8.415920417312968
857,8.41398948015902
858,8.413754745042054
859,8.414450501802273
860,8.41518912466773
861,8.415766568373266
862,8.4164586255816
863,8.416843065587893
864,8.417363857039819
865,8.41792248472506
866,8.418434116530108
867,8.419060336005614
868,8.419495325624041
869,8.415528513444537
870,8.41528800320725
871,8.415884881661398
872,8.416574653040811
873,8.417284717273347
874,8.41796470840193
875,8.418496706468295
876,8.418830989070587
877,8.41956387715631
878,8.420162274054425
879,8.420866773941574
880,8.421557019921176
881,8.422126215232119
882,8.42274589377672
883,8.423304523277235
884,8.423782130015553
885,8.424428821331132
886,8.425015650495892
887,8.425243825960568
888,8.42558323643762
889,8.42604737252488
890,8.426153369712996
891,8.425692369481967
892,8.426250784437197
893,8.426375445994678
894,8.42695208023729
895,8.427471849888517
896,8.42802959225642
897,8.428504065844049
898,8.42820381582691
899,8.428899732431821
900,8.42843137539328
901,8.427918024914797
902,8.42819133911384
903,8.428722592983869
904,8.429395869412694
905,8.42947979174822
906,8.42991248776061
907,8.430342808913359
908,8.430669327433064
909,8.431368308687546
910,8.43185709191787
911,8.432366591210329
912,8.432890469647317
913,8.431273243988123
914,8.430054379023849
915,8.430581271316726
916,8.430902011854874
917,8.42508477314085
918,8.426855990773028
919,8.427352999064032
920,8.427663080190712
921,8.428206592299658
922,8.428750655113886
923,8.428718353854919
924,8.429463533792545
925,8.427979866026522
926,8.422900996289197
927,8.424717040573881
928,8.425335607036656
929,8.42587308970111
930,8.426420813949159
931,8.42666273853719
932,8.427124812203372
933,8.427588130839489
934,8.427858031899618
935,8.42841513632623
936,8.428419660008691
937,8.4291673940266
938,8.429758195184936
939,8.43001372483085
940,8.430048981695036
941,8.430689370258156
942,8.431273724667792
943,8.431738565635424
944,8.43228943776197
945,8.432466819338732
946,8.4331723657345
947,8.43358374912946
948,8.43399773218618
949,8.434651234717068
950,8.435263721629642
951,8.435539808396813
952,8.436057095439168
953,8.436355529655643
954,8.43656890667647
955,8.43673711728422
956,8.437368321548098
957,8.437998130891371
958,8.438596778241111
959,8.439038753084107
960,8.439406585149191
961,8.440044656177589
962,8.440526951844637
963,8.441175281064174
964,8.441759593280457
965,8.442340051874291
966,8.44283235821801
967,8.443261809188979
968,8.443889719948755
969,8.444228465285407
970,8.444791069422186
971,8.445351997026432
972,8.445881411045685
973,8.44507616936313
974,8.444171024264321
975,8.444836887598028
976,8.445334065068847
977,8.445907215122082
978,8.446589028682622
979,8.44706779575062
980,8.447272354599422
981,8.44797344504448
982,8.448565338087539
983,8.449130113264454
984,8.448453954581106
985,8.446443860727294
986,8.447023252576898
987,8.447096675447476
988,8.447521417778367
989,8.44820408755268
990,8.448751704808826
991,8.448760229500968
992,8.447789962677586
993,8.448063572321125
994,8.44756781247589
995,8.44818637117063
996,8.448753945856604
997,8.447233411421632
998,8.448171054319312
999,8.448708979503982
1000,8.449269210606563
1001,8.449530639294217
1002,8.449852555205362
1003,8.45042642148269
1004,8.4507910582209
1005,8.45132533901869
1006,8.450028793601286
1007,8.45081766446163
1008,8.451121452223097
1009,8.451145045830929
1010,8.451704334542052
1011,8.452097823315107
1012,8.45252461445393
1013,8.452342716821915
1014,8.45258822183161
1015,8.45321236700713
1016,8.449910479392434
1017,8.447231616309892
1018,8.44788794053921
1019,8.447577917222203
1020,8.448332075820607
1021,8.448549493013038
1022,8.449033970731454
1023,8.449655193729171
1024,8.450099299823414
1025,8.45057065075087
1026,8.450989616328107
1027,8.451529770285445
1028,8.452129471992736
1029,8.45262213451649
1030,8.453180416621054
1031,8.453662044525753
1032,8.45426172647499
1033,8.454619262221804
1034,8.455073125662217
1035,8.455665548536544
1036,8.455892154331552
1037,8.455485197084968
1038,8.455296059154412
1039,8.45552761403132
1040,8.456036273870712
1041,8.45649656458999
1042,8.4569983585826
1043,8.457529198236182
1044,8.457826761943977
1045,8.4581087752339
1046,8.45840703615424
1047,8.458975147061022
1048,8.459271100450575
1049,8.459098431944614
1050,8.45955037440029
1051,8.46011821093005
1052,8.460694149078117
1053,8.46081086770464
1054,8.461224332778015
1055,8.461592557176077
1056,8.460664302437753
1057,8.460953302365246
1058,8.460797326379389
1059,8.46087191453992
1060,8.460924477104653
1061,8.460929544493315
1062,8.460799307450312
1063,8.46053248588318
1064,8.460558179497344
1065,8.460229278556444
1066,8.454487768501505
1067,8.455673165972764
1068,8.455819762679413
1069,8.455980019614621
1070,8.455747384497895
1071,8.455308470482594
1072,8.455092141605295
1073,8.455068664489163
1074,8.454977308004997
1075,8.454819180155923
1076,8.454298011966907
1077,8.454342022874455
1078,8.454150874005228
1079,8.453763838299375
1080,8.453729088166162
1081,8.453564427416634
1082,8.452968044103534
1083,8.452790396306613
1084,8.452140566127271
1085,8.451736999080847
1086,8.451174083263432
1087,8.451228078432793
1088,8.45118071599811
1089,8.450546383073524
1090,8.44963744238831
1091,8.4494291478867
1092,8.449221394489339
1093,8.449194066350564
1094,8.449183265001674
1095,8.44884907441866
1096,8.448776762818989
1097,8.448612676020424
1098,8.448382375239618
1099,8.447892147369618
1100,8.44752262497077
1101,8.447410522985843
1102,8.446495736400223
1103,8.441715120355129
1104,8.443361938630842
1105,8.443056982028809
1106,8.44309155757999
1107,8.442942495929376
1108,8.441244745338853
1109,8.43919690953054
1110,8.43941566337737
1111,8.439412577399029
1112,8.439438272065866
1113,8.439470995208186
1114,8.439251610995525
1115,8.438934240367223
1116,8.438800189544603
1117,8.43862856480354
1118,8.438349334555406
1119,8.437639433184678
1120,8.436973942412788
1121,8.436276667036758
1122,8.434910107728767
1123,8.434378820293293
1124,8.433604116687984
1125,8.432766740851546
1126,8.43222523353852
1127,8.431052647246707
1128,8.425966140939973
1129,8.427055870717611
1130,8.426486086368243
1131,8.424106968300752
1132,8.424159733767326
1133,8.423584506668886
1134,8.42310783231355
1135,8.422607079915966
1136,8.421557027656503
1137,8.420785058932875
1138,8.420267019939644
1139,8.41939948996513
1140,8.418656607133313
1141,8.417208055330295
1142,8.416839214643948
1143,8.416035065706621
1144,8.413394176053028
1145,8.413155912578
1146,8.412403249074513
1147,8.41107052202438
1148,8.410134636015794
1149,8.408995554822171
1150,8.40797597099974
1151,8.405117606569524
1152,8.404692839756237
1153,8.402546792928518
1154,8.399573649039878
1155,8.394418136492916
1156,8.394730548876757
1157,8.390565080946663
1158,8.38333431783774
1159,8.381023593619805
1160,8.382021225435066
1161,8.381932153142452
1162,8.381633484690825
1163,8.380504533217863
1164,8.379837204186314
1165,8.378394412618738
1166,8.376112504471873
1167,8.373820634979554
1168,8.37182972700772
1169,8.371104146303495
1170,8.370249438074836
1171,8.36877370308819
1172,8.367598328015154
1173,8.366681004901043
1174,8.365772272952833
1175,8.364415642235523
1176,8.363163827131258
1177,8.361846810134548
1178,8.360488173638316
1179,8.359461667181066
1180,8.358096025584768
1181,8.353820285041767
1182,8.353584410208153
1183,8.352214921209733
1184,8.351581152936316
1185,8.35015298740633
1186,8.348880724207609
1187,8.346736022724118
1188,8.344890027857504
1189,8.343631496635993
1190,8.342566528021717
1191,8.341770617657932
1192,8.340600622378032
1193,8.339123011790269
1194,8.335837544364352
1195,8.33545718680106
1196,8.334263726992218
1197,8.33363529133922
1198,8.332498461665503
1199,8.33145800449228
1200,8.32892724571633
1201,8.326887116447258
1202,8.326014476169997
1203,8.323871407753828
1204,8.322998138738422
1205,8.32200496562209
1206,8.320714073452413
1207,8.319453867260947
1208,8.318261408617902
1209,8.31516312700362
1210,8.314696934144324
1211,8.313556124555559
1212,8.312822793843525
1213,8.311584095876633
1214,8.309684967161441
1215,8.308562017362036
1216,8.304941802246805
1217,8.304270708570328
1218,8.302253397708045
1219,8.300945867265584
1220,8.299478840874439
1221,8.297487810601314
1222,8.295193331622494
1223,8.293759851970798
1224,8.292677893784704
1225,8.290928425853096
1226,8.289737130980969
1227,8.288451930692597
1228,8.287244590758712
1229,8.286560933993876
1230,8.285429015971893
1231,8.282744643375533
1232,8.282266530821415
1233,8.280173809724433
1234,8.279196125831822
1235,8.278031803752578
1236,8.277154846101482
1237,8.275803141706104
1238,8.2742573707738
1239,8.273362007893608
1240,8.271553687168927
1241,8.270062523315119
1242,8.268974859500222
1243,8.268149095690802
1244,8.267046754791854
1245,8.265380750082816
1246,8.259350710961149
1247,8.261023638116416
1248,8.260673180328377
1249,8.25981611392224
1250,8.25879665420722
1251,8.256721958330573
1252,8.255701209516712
1253,8.254454498478577
1254,8.25002949455351
1255,8.248441950072216
1256,8.247614167056394
1257,8.246671780043998
1258,8.245267710051566
1259,8.243119401746606
1260,8.242087298300746
1261,8.241076971750577
1262,8.239467121604054
1263,8.237173786572729
1264,8.235842781338631
1265,8.231602480477795
1266,8.231534649090461
1267,8.23073187173251
1268,8.230001759419952
1269,8.228330081671126
1270,8.226898862981656
1271,8.224631592159406
1272,8.223162832783448
1273,8.222543637412276
1274,8.21863232577282
1275,8.218172070198902
1276,8.217676592851504
1277,8.215885365129779
1278,8.214335235025565
1279,8.212899084147335
1280,8.21227350258182
1281,8.211041602309006
1282,8.209877956139566
1283,8.208540555827366
1284,8.207235920766328
1285,8.205785733254501
1286,8.204294631822938
1287,8.202703679505653
1288,8.201387777857455
1289,8.200421862655727
1290,8.198722744532448
1291,8.19614476546865
1292,8.195460109001816
1293,8.194010061788227
1294,8.189940042438325
1295,8.190210835771001
1296,8.189468480708019
1297,8.188145050833452
1298,8.186396345820427
1299,8.184945005369823
1300,8.183273546685896
1301,8.18059614499181
1302,8.17710531857115
1303,8.17723632765038
1304,8.17581514532434
1305,8.174639158552683
1306,8.17196322706515
1307,8.170569821075247
1308,8.170182653534264
1309,8.169874418755121
1310,8.168361059490223
1311,8.167604752237871
1312,8.16655944578401
1313,8.165620357652267
1314,8.164636304306809
1315,8.16288387256857
1316,8.162146774536915
1317,8.160813734678221
1318,8.159830013272197
1319,8.158092840932536
1320,8.15651811670453
1321,8.15518910205467
1322,8.154016182776333
1323,8.152930179463237
1324,8.151511388921271
1325,8.149521928047157
1326,8.14827829440283
1327,8.147315466623708
1328,8.146792479175295
1329,8.14421846826648
1330,8.143563681186114
1331,8.142282659321117
1332,8.139356571546543
1333,8.13873382210828
1334,8.137828119757685
1335,8.136562331187463
1336,8.135133316561031
1337,8.134070257375333
1338,8.132991442137403
1339,8.131028831657844
1340,8.129441706411658
1341,8.12876988562689
1342,8.127936282082807
1343,8.126685770943116
1344,8.125510302937904
1345,8.124403710837132
1346,8.123336385586725
1347,8.121904783261186
1348,8.119817954310749
1349,8.118347322065032
1350,8.116747208599197
1351,8.115238428762794
1352,8.114693498601818
1353,8.112880522204001
1354,8.110939757920699
1355,8.109727421360764
1356,8.108223494977544
1357,8.106799720929795
1358,8.105891522701576
1359,8.104387978809
1360,8.1028608868019
1361,8.102098549942806
