1     |  [790/21305]	|| 0.062 | (0.570)	|| 10.5636 | (10.5927)	|| 0.0000   |   (0.0007)	||
1     |  [800/21305]	|| 1.285 | (0.570)	|| 10.6073 | (10.5930)	|| 0.0000   |   (0.0007)	||
1     |  [810/21305]	|| 0.063 | (0.571)	|| 10.5852 | (10.5931)	|| 0.0000   |   (0.0007)	||
1     |  [820/21305]	|| 1.774 | (0.571)	|| 10.6407 | (10.5929)	|| 0.0000   |   (0.0007)	||
1     |  [830/21305]	|| 0.056 | (0.571)	|| 10.5166 | (10.5929)	|| 0.0000   |   (0.0007)	||
1     |  [840/21305]	|| 1.853 | (0.573)	|| 10.6038 | (10.5929)	|| 0.0000   |   (0.0007)	||
1     |  [850/21305]	|| 0.056 | (0.573)	|| 10.6050 | (10.5913)	|| 0.0000   |   (0.0007)	||
1     |  [860/21305]	|| 2.620 | (0.575)	|| 10.4912 | (10.5912)	|| 0.0000   |   (0.0007)	||
1     |  [870/21305]	|| 0.057 | (0.574)	|| 10.4068 | (10.5906)	|| 0.0000   |   (0.0007)	||
1     |  [880/21305]	|| 2.021 | (0.575)	|| 10.4979 | (10.5837)	|| 0.0000   |   (0.0007)	||
1     |  [890/21305]	|| 0.057 | (0.575)	|| 10.6490 | (10.5837)	|| 0.0000   |   (0.0007)	||
1     |  [900/21305]	|| 2.537 | (0.577)	|| 10.7055 | (10.5837)	|| 0.0000   |   (0.0007)	||
1     |  [910/21305]	|| 0.053 | (0.576)	|| 10.6237 | (10.5836)	|| 0.0000   |   (0.0006)	||
1     |  [920/21305]	|| 2.371 | (0.577)	|| 10.2378 | (10.5829)	|| 0.0000   |   (0.0006)	||
1     |  [930/21305]	|| 0.064 | (0.577)	|| 10.5471 | (10.5826)	|| 0.0000   |   (0.0006)	||
1     |  [940/21305]	|| 2.692 | (0.578)	|| 10.4680 | (10.5829)	|| 0.0000   |   (0.0006)	||
1     |  [950/21305]	|| 0.057 | (0.578)	|| 3.4729 | (10.5459)	|| 1.0000   |   (0.0036)	||
1     |  [960/21305]	|| 2.317 | (0.580)	|| 11.1097 | (10.5360)	|| 0.0000   |   (0.0057)	||
1     |  [970/21305]	|| 0.056 | (0.578)	|| 10.5686 | (10.5374)	|| 0.0000   |   (0.0056)	||
1     |  [980/21305]	|| 1.977 | (0.580)	|| 10.6747 | (10.5385)	|| 0.0000   |   (0.0056)	||
1     |  [990/21305]	|| 0.064 | (0.579)	|| 10.6294 | (10.5387)	|| 0.0000   |   (0.0055)	||
1     |  [1000/21305]	|| 2.647 | (0.581)	|| 9.9394 | (10.5382)	|| 0.0000   |   (0.0055)	||
1     |  [1010/21305]	|| 0.054 | (0.580)	|| 10.5750 | (10.5338)	|| 0.0000   |   (0.0054)	||
1     |  [1020/21305]	|| 1.907 | (0.581)	|| 10.7350 | (10.5347)	|| 0.0000   |   (0.0053)	||
1     |  [1030/21305]	|| 0.057 | (0.581)	|| 10.6080 | (10.5353)	|| 0.0000   |   (0.0053)	||
1     |  [1040/21305]	|| 1.133 | (0.581)	|| 10.6288 | (10.5367)	|| 0.0000   |   (0.0052)	||
1     |  [1050/21305]	|| 0.062 | (0.582)	|| 10.6196 | (10.5364)	|| 0.0000   |   (0.0052)	||
1     |  [1060/21305]	|| 0.566 | (0.582)	|| 10.4207 | (10.5358)	|| 0.0000   |   (0.0051)	||
1     |  [1070/21305]	|| 0.137 | (0.583)	|| 10.3546 | (10.5360)	|| 0.0000   |   (0.0051)	||
1     |  [1080/21305]	|| 1.060 | (0.582)	|| 6.2293 | (10.5221)	|| 0.0000   |   (0.0051)	||
1     |  [1090/21305]	|| 0.056 | (0.583)	|| 11.7493 | (10.5051)	|| 0.0000   |   (0.0072)	||
1     |  [1100/21305]	|| 1.130 | (0.583)	|| 10.2581 | (10.5061)	|| 0.0000   |   (0.0071)	||
1     |  [1110/21305]	|| 0.056 | (0.583)	|| 10.5018 | (10.5070)	|| 0.0000   |   (0.0070)	||
1     |  [1120/21305]	|| 0.791 | (0.584)	|| 10.7446 | (10.5078)	|| 0.0000   |   (0.0070)	||
1     |  [1130/21305]	|| 0.354 | (0.584)	|| 10.7482 | (10.5092)	|| 0.0000   |   (0.0069)	||
1     |  [1140/21305]	|| 0.564 | (0.584)	|| 10.6697 | (10.5099)	|| 0.0000   |   (0.0069)	||
1     |  [1150/21305]	|| 0.744 | (0.585)	|| 10.6794 | (10.5107)	|| 0.0000   |   (0.0068)	||
1     |  [1160/21305]	|| 0.214 | (0.585)	|| 10.5718 | (10.5112)	|| 0.0000   |   (0.0067)	||
1     |  [1170/21305]	|| 1.839 | (0.586)	|| 10.6695 | (10.5119)	|| 0.0000   |   (0.0067)	||
1     |  [1180/21305]	|| 0.064 | (0.585)	|| 10.5261 | (10.5125)	|| 0.0000   |   (0.0066)	||
1     |  [1190/21305]	|| 2.099 | (0.586)	|| 10.6618 | (10.5133)	|| 0.0000   |   (0.0066)	||
1     |  [1200/21305]	|| 0.077 | (0.586)	|| 10.4278 | (10.5129)	|| 0.0000   |   (0.0065)	||
1     |  [1210/21305]	|| 1.746 | (0.587)	|| 10.5907 | (10.5127)	|| 0.0000   |   (0.0065)	||
1     |  [1220/21305]	|| 0.059 | (0.586)	|| 10.6436 | (10.5139)	|| 0.0000   |   (0.0064)	||
1     |  [1230/21305]	|| 1.613 | (0.588)	|| 10.6137 | (10.5142)	|| 0.0000   |   (0.0064)	||
1     |  [1240/21305]	|| 0.062 | (0.587)	|| 10.6342 | (10.5136)	|| 0.0000   |   (0.0063)	||
1     |  [1250/21305]	|| 2.312 | (0.588)	|| 10.5504 | (10.5144)	|| 0.0000   |   (0.0063)	||
1     |  [1260/21305]	|| 0.056 | (0.588)	|| 10.5559 | (10.5150)	|| 0.0000   |   (0.0062)	||
1     |  [1270/21305]	|| 2.500 | (0.589)	|| 10.6221 | (10.5155)	|| 0.0000   |   (0.0062)	||
1     |  [1280/21305]	|| 0.059 | (0.588)	|| 10.7115 | (10.5162)	|| 0.0000   |   (0.0061)	||
1     |  [1290/21305]	|| 1.960 | (0.589)	|| 10.6606 | (10.5168)	|| 0.0000   |   (0.0061)	||
1     |  [1300/21305]	|| 0.055 | (0.588)	|| 10.5520 | (10.5175)	|| 0.0000   |   (0.0060)	||
1     |  [1310/21305]	|| 2.329 | (0.589)	|| 10.5841 | (10.5181)	|| 0.0000   |   (0.0060)	||
1     |  [1320/21305]	|| 0.056 | (0.588)	|| 10.4782 | (10.5176)	|| 0.0000   |   (0.0059)	||
1     |  [1330/21305]	|| 2.040 | (0.589)	|| 10.5450 | (10.5179)	|| 0.0000   |   (0.0059)	||
1     |  [1340/21305]	|| 0.055 | (0.589)	|| 10.6054 | (10.5189)	|| 0.0000   |   (0.0058)	||
1     |  [1350/21305]	|| 2.182 | (0.590)	|| 10.6001 | (10.5197)	|| 0.0000   |   (0.0058)	||
1     |  [1360/21305]	|| 0.056 | (0.589)	|| 10.1899 | (10.5198)	|| 0.0000   |   (0.0058)	||
1     |  [1370/21305]	|| 2.051 | (0.590)	|| 10.7120 | (10.5173)	|| 0.0000   |   (0.0057)	||
1     |  [1380/21305]	|| 0.063 | (0.589)	|| 10.5619 | (10.5182)	|| 0.0000   |   (0.0057)	||
1     |  [1390/21305]	|| 2.049 | (0.590)	|| 10.6415 | (10.5181)	|| 0.0000   |   (0.0056)	||
1     |  [1400/21305]	|| 0.063 | (0.589)	|| 10.6079 | (10.5187)	|| 0.0000   |   (0.0056)	||
1     |  [1410/21305]	|| 0.599 | (0.590)	|| 10.6226 | (10.5161)	|| 0.0000   |   (0.0055)	||
1     |  [1420/21305]	|| 0.063 | (0.590)	|| 10.6229 | (10.5157)	|| 0.0000   |   (0.0055)	||
1     |  [1430/21305]	|| 0.062 | (0.590)	|| 10.3771 | (10.5158)	|| 0.0000   |   (0.0055)	||
1     |  [1440/21305]	|| 0.056 | (0.590)	|| 10.3869 | (10.5165)	|| 0.0000   |   (0.0054)	||
1     |  [1450/21305]	|| 0.056 | (0.591)	|| 10.5184 | (10.5162)	|| 0.0000   |   (0.0054)	||
1     |  [1460/21305]	|| 0.060 | (0.591)	|| 10.6210 | (10.5168)	|| 0.0000   |   (0.0054)	||
1     |  [1470/21305]	|| 0.555 | (0.592)	|| 10.6198 | (10.5164)	|| 0.0000   |   (0.0053)	||
1     |  [1480/21305]	|| 0.052 | (0.591)	|| 10.6293 | (10.5165)	|| 0.0000   |   (0.0053)	||
1     |  [1490/21305]	|| 0.269 | (0.592)	|| 10.6930 | (10.5169)	|| 0.0000   |   (0.0053)	||
1     |  [1500/21305]	|| 0.056 | (0.592)	|| 10.5674 | (10.5174)	|| 0.0000   |   (0.0052)	||
1     |  [1510/21305]	|| 0.057 | (0.593)	|| 10.5847 | (10.5179)	|| 0.0000   |   (0.0052)	||
1     |  [1520/21305]	|| 0.052 | (0.592)	|| 9.4369 | (10.5169)	|| 0.0000   |   (0.0051)	||
1     |  [1530/21305]	|| 0.098 | (0.592)	|| 11.3013 | (10.4924)	|| 0.0000   |   (0.0077)	||
1     |  [1540/21305]	|| 0.062 | (0.592)	|| 10.5238 | (10.4958)	|| 0.0000   |   (0.0077)	||
1     |  [1550/21305]	|| 0.549 | (0.593)	|| 9.9537 | (10.4958)	|| 0.0000   |   (0.0076)	||
1     |  [1560/21305]	|| 0.059 | (0.592)	|| 10.5704 | (10.4961)	|| 0.0000   |   (0.0076)	||
1     |  [1570/21305]	|| 0.649 | (0.593)	|| 10.7761 | (10.4965)	|| 0.0000   |   (0.0075)	||
1     |  [1580/21305]	|| 0.057 | (0.593)	|| 10.5949 | (10.4955)	|| 0.0000   |   (0.0075)	||
1     |  [1590/21305]	|| 0.230 | (0.593)	|| 10.6194 | (10.4903)	|| 0.0000   |   (0.0074)	||
1     |  [1600/21305]	|| 0.135 | (0.593)	|| 10.8925 | (10.4918)	|| 0.0000   |   (0.0074)	||
1     |  [1610/21305]	|| 0.057 | (0.594)	|| 10.7730 | (10.4932)	|| 0.0000   |   (0.0073)	||
1     |  [1620/21305]	|| 0.052 | (0.593)	|| 10.5841 | (10.4936)	|| 0.0000   |   (0.0073)	||
1     |  [1630/21305]	|| 0.063 | (0.594)	|| 10.5994 | (10.4934)	|| 0.0000   |   (0.0073)	||
1     |  [1640/21305]	|| 0.053 | (0.594)	|| 10.7185 | (10.4942)	|| 0.0000   |   (0.0072)	||
1     |  [1650/21305]	|| 0.062 | (0.595)	|| 10.5087 | (10.4948)	|| 0.0000   |   (0.0072)	||
1     |  [1660/21305]	|| 0.053 | (0.594)	|| 10.6155 | (10.4952)	|| 0.0000   |   (0.0071)	||
1     |  [1670/21305]	|| 0.057 | (0.595)	|| 10.6428 | (10.4957)	|| 0.0000   |   (0.0071)	||
1     |  [1680/21305]	|| 0.062 | (0.595)	|| 10.4983 | (10.4964)	|| 0.0000   |   (0.0070)	||
1     |  [1690/21305]	|| 0.054 | (0.595)	|| 10.7704 | (10.4970)	|| 0.0000   |   (0.0070)	||
1     |  [1700/21305]	|| 0.056 | (0.595)	|| 10.5392 | (10.4973)	|| 0.0000   |   (0.0070)	||
1     |  [1710/21305]	|| 0.056 | (0.596)	|| 10.4233 | (10.4973)	|| 0.0000   |   (0.0069)	||
1     |  [1720/21305]	|| 0.051 | (0.595)	|| 10.6354 | (10.4966)	|| 0.0000   |   (0.0069)	||
1     |  [1730/21305]	|| 0.059 | (0.596)	|| 10.6297 | (10.4972)	|| 0.0000   |   (0.0068)	||
1     |  [1740/21305]	|| 0.064 | (0.595)	|| 10.5241 | (10.4976)	|| 0.0000   |   (0.0068)	||
1     |  [1750/21305]	|| 0.059 | (0.596)	|| 10.6687 | (10.4982)	|| 0.0000   |   (0.0068)	||
1     |  [1760/21305]	|| 0.055 | (0.596)	|| 10.5424 | (10.4987)	|| 0.0000   |   (0.0067)	||
1     |  [1770/21305]	|| 0.057 | (0.597)	|| 10.5987 | (10.4993)	|| 0.0000   |   (0.0067)	||
1     |  [1780/21305]	|| 0.051 | (0.596)	|| 10.6399 | (10.4996)	|| 0.0000   |   (0.0066)	||
1     |  [1790/21305]	|| 0.062 | (0.597)	|| 10.5069 | (10.4998)	|| 0.0000   |   (0.0066)	||
1     |  [1800/21305]	|| 0.058 | (0.596)	|| 10.2697 | (10.5002)	|| 0.0000   |   (0.0066)	||
1     |  [1810/21305]	|| 0.059 | (0.597)	|| 10.5583 | (10.5004)	|| 0.0000   |   (0.0065)	||
1     |  [1820/21305]	|| 0.057 | (0.597)	|| 9.5841 | (10.4991)	|| 0.0000   |   (0.0065)	||
1     |  [1830/21305]	|| 0.064 | (0.597)	|| 10.6141 | (10.4997)	|| 0.0000   |   (0.0065)	||
1     |  [1840/21305]	|| 0.051 | (0.597)	|| 10.6736 | (10.5003)	|| 0.0000   |   (0.0064)	||
1     |  [1850/21305]	|| 0.057 | (0.597)	|| 10.5456 | (10.5010)	|| 0.0000   |   (0.0064)	||
1     |  [1860/21305]	|| 0.054 | (0.597)	|| 10.5231 | (10.5011)	|| 0.0000   |   (0.0064)	||
1     |  [1870/21305]	|| 0.056 | (0.597)	|| 10.5515 | (10.5015)	|| 0.0000   |   (0.0063)	||
1     |  [1880/21305]	|| 0.056 | (0.597)	|| 10.0756 | (10.5016)	|| 0.0000   |   (0.0063)	||
1     |  [1890/21305]	|| 0.058 | (0.598)	|| 9.9034 | (10.4976)	|| 0.0000   |   (0.0063)	||
1     |  [1900/21305]	|| 0.054 | (0.598)	|| 10.8187 | (10.4981)	|| 0.0000   |   (0.0062)	||
1     |  [1910/21305]	|| 0.057 | (0.598)	|| 10.6071 | (10.4987)	|| 0.0000   |   (0.0062)	||
1     |  [1920/21305]	|| 0.051 | (0.598)	|| 10.4609 | (10.4986)	|| 0.0000   |   (0.0062)	||
1     |  [1930/21305]	|| 0.057 | (0.598)	|| 8.7673 | (10.4969)	|| 0.0000   |   (0.0061)	||
1     |  [1940/21305]	|| 0.051 | (0.597)	|| 10.5367 | (10.4969)	|| 0.0000   |   (0.0061)	||
1     |  [1950/21305]	|| 0.056 | (0.598)	|| 10.6076 | (10.4973)	|| 0.0000   |   (0.0061)	||
1     |  [1960/21305]	|| 0.056 | (0.597)	|| 9.9370 | (10.4974)	|| 0.0000   |   (0.0060)	||
1     |  [1970/21305]	|| 0.063 | (0.598)	|| 10.5994 | (10.4972)	|| 0.0000   |   (0.0060)	||
1     |  [1980/21305]	|| 0.051 | (0.598)	|| 9.8096 | (10.4969)	|| 0.0000   |   (0.0060)	||
1     |  [1990/21305]	|| 0.056 | (0.599)	|| 10.5757 | (10.4972)	|| 0.0000   |   (0.0059)	||
1     |  [2000/21305]	|| 0.054 | (0.598)	|| 10.1320 | (10.4967)	|| 0.0000   |   (0.0059)	||
1     |  [2010/21305]	|| 0.062 | (0.599)	|| 10.7138 | (10.4964)	|| 0.0000   |   (0.0059)	||
1     |  [2020/21305]	|| 0.057 | (0.598)	|| 8.6435 | (10.4949)	|| 0.0000   |   (0.0059)	||
1     |  [2030/21305]	|| 0.062 | (0.599)	|| 10.5355 | (10.4891)	|| 0.0000   |   (0.0058)	||
1     |  [2040/21305]	|| 0.057 | (0.598)	|| 10.4702 | (10.4907)	|| 0.0000   |   (0.0058)	||
1     |  [2050/21305]	|| 0.064 | (0.599)	|| 10.3796 | (10.4910)	|| 0.0000   |   (0.0058)	||
1     |  [2060/21305]	|| 0.051 | (0.598)	|| 8.3837 | (10.4889)	|| 0.0000   |   (0.0057)	||
1     |  [2070/21305]	|| 0.063 | (0.599)	|| 7.5386 | (10.4840)	|| 0.0000   |   (0.0057)	||
1     |  [2080/21305]	|| 0.057 | (0.599)	|| 4.1065 | (10.4722)	|| 0.0000   |   (0.0057)	||
1     |  [2090/21305]	|| 0.057 | (0.599)	|| 12.6711 | (10.4577)	|| 0.0000   |   (0.0071)	||
1     |  [2100/21305]	|| 0.057 | (0.599)	|| 10.6514 | (10.4586)	|| 0.0000   |   (0.0071)	||
1     |  [2110/21305]	|| 0.057 | (0.599)	|| 10.5061 | (10.4594)	|| 0.0000   |   (0.0070)	||
1     |  [2120/21305]	|| 0.056 | (0.599)	|| 6.8948 | (10.4554)	|| 0.0032   |   (0.0070)	||
1     |  [2130/21305]	|| 0.056 | (0.599)	|| 0.0048 | (10.4141)	|| 1.0000   |   (0.0117)	||
1     |  [2140/21305]	|| 0.056 | (0.599)	|| 0.0004 | (10.3654)	|| 1.0000   |   (0.0163)	||
1     |  [2150/21305]	|| 0.057 | (0.600)	|| 10.4152 | (10.3694)	|| 0.0000   |   (0.0167)	||
1     |  [2160/21305]	|| 0.056 | (0.599)	|| 10.5521 | (10.3705)	|| 0.0000   |   (0.0167)	||
1     |  [2170/21305]	|| 0.058 | (0.600)	|| 10.6115 | (10.3714)	|| 0.0000   |   (0.0166)	||
1     |  [2180/21305]	|| 0.057 | (0.599)	|| 10.5487 | (10.3714)	|| 0.0000   |   (0.0165)	||
1     |  [2190/21305]	|| 0.056 | (0.600)	|| 10.7475 | (10.3724)	|| 0.0000   |   (0.0164)	||
1     |  [2200/21305]	|| 0.354 | (0.599)	|| 10.6677 | (10.3730)	|| 0.0000   |   (0.0164)	||
1     |  [2210/21305]	|| 0.064 | (0.600)	|| 10.3567 | (10.3739)	|| 0.0000   |   (0.0163)	||
1     |  [2220/21305]	|| 1.087 | (0.600)	|| 10.5817 | (10.3749)	|| 0.0000   |   (0.0162)	||
1     |  [2230/21305]	|| 0.062 | (0.600)	|| 10.6589 | (10.3748)	|| 0.0000   |   (0.0161)	||
1     |  [2240/21305]	|| 0.817 | (0.600)	|| 10.6254 | (10.3736)	|| 0.0000   |   (0.0161)	||
1     |  [2250/21305]	|| 0.057 | (0.600)	|| 10.5291 | (10.3748)	|| 0.0000   |   (0.0160)	||
1     |  [2260/21305]	|| 0.557 | (0.601)	|| 10.7372 | (10.3747)	|| 0.0000   |   (0.0159)	||
1     |  [2270/21305]	|| 0.055 | (0.600)	|| 9.9071 | (10.3728)	|| 0.0000   |   (0.0159)	||
1     |  [2280/21305]	|| 0.828 | (0.601)	|| 10.5439 | (10.3686)	|| 0.0000   |   (0.0158)	||
1     |  [2290/21305]	|| 0.055 | (0.601)	|| 9.5514 | (10.3661)	|| 0.0000   |   (0.0157)	||
1     |  [2300/21305]	|| 0.712 | (0.601)	|| 9.6012 | (10.3668)	|| 0.0000   |   (0.0157)	||
